,问题,来源,mc,问答对
1771,2024年上海专科自主招生志愿填报的具体时间段是什么时候？,590,"Option A: 3月7日9:00-21:00和3月8日9:00-15:00
Option B: 3月8日全天和3月9日上午
Option C: 3月8日9:00-21:00和3月9日9:00-15:00
Option D: 3月9日9:00-15:00和3月10日9:00-21:00
Answer: C",C
1772,如何查询上海专科自主招生志愿填报的开放日期？,590,"Option A: 访问“上海招考热线”网站的高考学考-专科自主招生栏目  
Option B: 拨打上海市教育考试院热线电话咨询  
Option C: 查看所报考院校的官方网站公告  
Option D: 关注上海市教育委员会的官方微信公众号  
Answer: A",A
1773,专科层次依法自主招生志愿填报的渠道和时间安排在哪里公布？,590,"Option A: 上海市教育委员会官网  
Option B: 上海招考热线网站的高考学考栏目  
Option C: 各招生高校的官方网站  
Option D: 上海市教育考试院微信公众号  
Answer: B",B
1774,2024年专科自主招生考试的具体日期是哪天？,591,"Option A: 3月23日
Option B: 3月20日
Option C: 3月25日
Option D: 4月23日
Answer: A",A
1775,如何查询专科自主招生考试的具体时间安排？,591,"Option A: 登录各招生院校的官方网站查询
Option B: 直接联系招生办公室询问
Option C: 查看准考证上的信息
Option D: 根据往年时间自行推测
Answer: C",C
1776,专科自主招生考试通常安排在每年的什么时间段？,591,"Option A: 3月中旬  
Option B: 3月下旬  
Option C: 4月上旬  
Option D: 2月中旬  
Answer: B",B
1777,如何查询准考证的下载时间和方法？,592,"Option A: 查看志愿院校的公告
    Option B: 登录教育部官网查询
    Option C: 联系当地考试中心
    Option D: 直接询问同班同学
    Answer: A",答案：A
1778,在哪里可以找到准考证下载的具体信息？,592,"Option A: 志愿院校的公告  
Option B: 教育考试院官网  
Option C: 报名时的个人邮箱  
Option D: 考试中心热线电话  
Answer: A",B
1779,缴费成功后，考生应通过什么途径获取准考证？,592,"Option A: 关注志愿院校的公告
    Option B: 登录考试官网下载
    Option C: 等待邮件通知
    Option D: 电话咨询考试中心
    Answer: A",B
1780,专科自主招生考试的组织方是哪个机构？,593,"Option A: 上海教育考试院  
Option B: 各招生院校  
Option C: 教育部  
Option D: 省级教育局  
Answer: B",B
1781,各院校是否需要自行组织专科自主招生考试？,593,"Option A: 不需要  
Option B: 需要  
Option C: 由上海教育考试院统一组织  
Option D: 视院校情况而定  
Answer: B",B
1782,上海教育考试院是否负责专科自主招生的考试工作？,593,"Option A: 不负责  
Option B: 负责  
Option C: 部分负责  
Option D: 视情况而定  
Answer: A",B
1783,专科层次依法自主招生中，志愿填报和考试的先后顺序是怎样的？,594,"Option A: 志愿填报在考试前  
Option B: 考试在志愿填报前  
Option C: 志愿填报和考试同时进行  
Option D: 顺序由考生自行决定  
Answer: A",A
1784,专科自主招生是先填报志愿还是先参加考试？,594,"Option A: 先填报志愿  
Option B: 先参加考试  
Option C: 同时进行  
Option D: 视情况而定  
Answer: A",答案：A
1785,考试结束后才进行专科层次依法自主招生的志愿填报吗？,594,"Option A: 不是  
Option B: 是  
Option C: 视情况而定  
Option D: 我不知道  
Answer: A",A
1786,考生能填报多少所院校的志愿？,595,"Option A: 1所  
Option B: 4所  
Option C: 2所  
Option D: 不限  
Answer: A",C
1787,每个院校最多可以填报几个专业志愿？,595,"Option A: 1  
Option B: 3  
Option C: 4  
Option D: 5  
Answer: C",C
1788,普通专业和艺体类专业志愿能否同时填报？,595,"Option A: 不能  
Option B: 能  
Option C: 视情况而定  
Option D: 我不知道  
Answer: A",答案：A
1789,如何查询上海专科自主招生的院校和专业信息？,596,"Option A: 访问教育部官网查询相关信息  
Option B: 直接咨询所在学校的招生老师  
Option C: 查看“上海招考热线”网站高考学考栏目中的公告附件  
Option D: 拨打上海市教育考试院电话咨询  
Answer: C",C
1790,哪里可以下载最新的专科自主招生专业目录？,596,"Option A: www.shmeea.edu.cn首页-高考报名栏目
Option B: www.shmeea.edu.cn/download/2023
Option C: www.shmeea.edu.cn-高考学考-本科招生栏目
Option D: https://www.shmeea.edu.cn/download/20230308/101.pdf
Answer: D",D
1791,2024年上海专科自主招生的专业目录在哪里查看？,596,"Option A: 网站首页的“通知公告”栏目  
Option B: 高考学考栏目下的“普通高考”子栏目  
Option C: https://www.shmeea.edu.cn/download/20230308/101.pdf  
Option D: 上海市教育考试院微信公众号  
Answer: C",C
1792,专科自主招生是否仅限上海的高校？,597,"Option A: 不是  
Option B: 是  
Option C: 部分省市有  
Option D: 不确定  
Answer: B",B
1793,除了上海，其他省份有专科自主招生的院校吗？,597,"Option A: 没有  
Option B: 有  
Option C: 部分省份有  
Option D: 不确定  
Answer: A",B
1794,专科自主招生的院校都是上海本地的吗？,597,"Option A: 不是  
Option B: 是  
Option C: 部分省市有  
Option D: 不确定  
Answer: B",答案：B
1795,自主招生中艺体类志愿能否与一般专业同时报考？,598,"Option A: 不能  
Option B: 能  
Option C: 视学校政策而定  
Option D: 不确定  
Answer: A",答案：C
1796,报考专科自主招生的艺术类专业是否允许兼报普通专业？,598,"Option A: 允许  
Option B: 不允许  
Option C: 视学校而定  
Option D: 视专业情况而定  
Answer: B",B
1797,艺体类专业在专科自主招生中能否与其他专业同时填报？,598,"Option A: 不能  
Option B: 可以  
Option C: 视学校而定  
Option D: 部分情况下允许  
Answer: A",答案：A
1798,志愿填报信息是否允许在截止时间后修改？,599,"Option A: 不允许  
Option B: 允许  
Option C: 需申请特殊审批  
Option D: 仅部分情况下允许  
Answer: A",A
1799,考生能否在志愿填报期结束后调整志愿？,599,"Option A: 可以
Option B: 不能
Option C: 需要联系教育部门
Option D: 只能部分调整
Answer: B",B
1800,过了志愿填报期限还能补填或修改志愿吗？,599,"Option A: 可以补填和修改  
Option B: 不能补填或修改  
Option C: 需经批准后允许  
Option D: 视具体情况而定  
Answer: B",B
1801,专科自主招生的录取结果在哪里可以查到？,600,"Option A: 各院校网站  
Option B: 省教育考试院  
Option C: 教育部官网  
Option D: 电话查询  
Answer: A",A
1802,如何获取专科自主招生录取结果的具体公布时间？,600,"Option A: 在省教育考试院官网查询
Option B: 关注各院校发布的公告信息
Option C: 通过电话咨询各院校招生办
Option D: 等待教育部门的统一通知
Answer: B",B
1803,考生应该通过什么途径查询专科自主招生的录取信息？,600,"Option A: 各院校网站  
Option B: 教育考试院官网  
Option C: 电话咨询  
Option D: 教育部官网  
Answer: A",A
1804,专科自主招生通常可以填报几次征求志愿？,601,"Option A: 一次  
Option B: 两次  
Option C: 三次  
Option D: 没有  
Answer: B",B
1805,专科自主招生中征求志愿的机会有几次？,601,"Option A: 一次  
Option B: 两次  
Option C: 三次  
Option D: 没有  
Answer: B",B
1806,关于专科自主招生，征求志愿的次数一般是几次？,601,"Option A: 一次  
Option B: 两次  
Option C: 三次  
Option D: 没有  
Answer: B",B
1807,上海市专科自主招生征求志愿的填报时间安排是怎样的？,602,"Option A: 第一次在4月2日9:00-15:00，第二次在4月5日9:00-14:00  
Option B: 第一次在4月3日9:00-16:00，第二次在4月6日10:00-15:00  
Option C: 两次均在4月5日9:00-15:00  
Option D: 两次均在4月2日13:00-18:00  
Answer: A",A
1808,专科自主招生是否有第二次征求志愿的填报机会？具体时间是什么时候？,602,"Option A: 没有第二次机会  
Option B: 有，4月5日9:00-14:00  
Option C: 有，4月3日9:00-15:00  
Option D: 我不知道  
Answer: B",B
1809,如何查询上海市专科自主招生征求志愿的最新公告信息？,602,"Option A: 访问“上海招考热线”网站的“本科招生”栏目  
Option B: 访问“上海招考热线”网站的“高考学考—专科自主招生”栏目  
Option C: 直接拨打上海教育考试院热线电话查询  
Option D: 登录教育部考试中心官网查看  
Answer: B",B
1810,志愿填报需要访问哪个网站？,603,"Option A: 中国教育考试网
Option B: 上海招考热线
Option C: 教育部官网
Option D: 学信网
Answer: B",B
1811,上海招考热线网站的网址是什么？,603,"Option A: www.shmeea.edu.cn  
Option B: www.shmeea.com  
Option C: www.shmea.edu.cn  
Option D: www.shmee.edu.cn  
Answer: A",A
1812,在哪个网页模块可以提交志愿信息？,603,"Option A: 考试报名
    Option B: 志愿填报
    Option C: 成绩查询
    Option D: 在线咨询
    Answer: B",B
1813,专科自主招生征求志愿的录取结果如何查询？,604,"Option A: 在各院校的网站上查询  
Option B: 在考试院官网查询  
Option C: 通过电话联系院校查询  
Option D: 在教育部门网站查询  
Answer: A",A
1814,哪里可以找到专科征求志愿的录取结果信息？,604,"Option A: 各院校的网站
Option B: 教育考试院官网
Option C: 招生办公室电话咨询
Option D: 第三方信息平台
Answer: A",A
1815,自主招生征求志愿的录取结果发布在什么平台？,604,"Option A: 教育考试院官网
Option B: 各院校的网站
Option C: 省级招生平台
Option D: 第三方教育网站
Answer: B",B
1816,普通高中学业水平合格性考试中如果有科目未通过，是否仍算成绩齐全？,605,"Option A: 否  
Option B: 是  
Option C: 需补考后算  
Option D: 视情况而定  
Answer: B",B
1817,部分科目不合格的高中学业水平考试成绩是否属于齐全范围？,605,"Option A: 属于  
Option B: 不属于  
Option C: 视情况而定  
Option D: 需补考后认定  
Answer: A",A
1818,如果普通高中学业合格考有一门没及格，是否仍算符合成绩齐全要求？,605,"Option A: 是  
Option B: 否  
Option C: 视情况  
Option D: 需补考后算  
Answer: A",A
