问题,来源,mc,筛选后问答对_筛选后三元组
一月高中学考科目有哪些？,614,"Option A: 语文、数学、外语、思想政治、历史、地理、物理、化学、生物学  
Option B: 语文、数学、英语、政治、物理、化学、生物  
Option C: 语文、数学、信息技术、通用技术、艺术  
Option D: 物理、化学、生物、历史、地理、政治  
Answer: A",答案：A
每年1月举办的高中学业水平合格性考试涵盖哪些学科？是否有明确的科目范围清单？,614,"Option A: 涵盖所有学科，没有具体清单
Option B: 涵盖部分学科，清单不明确
Option C: 涵盖语文、数学、外语等9门科目，有明确科目范围清单
Option D: 仅理科科目，清单每年变动
Answer: C",C
哎，你知道一月份那个高中学考都考啥科目不？,614,"Option A: 语文、数学、外语、思想政治、历史、地理、物理、化学、生物学  
Option B: 语文、数学、外语、生物技术、信息技术  
Option C: 物理、化学、生物、政治、历史、地理  
Option D: 仅语文、数学、外语三科  
Answer: A",A
"""关于1月高中学业水平合格性考试中思想政治、历史、地理、物理、化学、生物学科目的报考资格要求有哪些具体规定？""",615,"Option A: 所有考生均可自由报考所有科目  
Option B: 之前报考过但缺考或未通过的考生，以及未合格的高三及高考报名考生可报考对应科目  
Option C: 仅允许高二年级学生补考未通过科目  
Option D: 仅限首次参加合格性考试的学生报考  
Answer: B",B
"""高中学考六科报考条件是什么？""",615,"Option A: 所有考生必须报考所有科目  
Option B: 只有高三在籍学生可报考  
Option C: 未通过或缺考者可报考，未合格的高三及高考生可报考  
Option D: 仅限已通过其他科目的考生补考  
Answer: C",C
"""2024年1月的高中合格性考试中，思想政治等六个学科的报考对象范围如何界定？例如哪些考生可以补考缺考科目，高三学生和其他高考报名者的报考规则是什么？""",615,"Option A: 报考过但缺考或未合格的考生可补考，未取得合格成绩的现高三生和其他高考报名者可报考  
Option B: 所有高三学生均可自由报考，其他考生需通过学校申请  
Option C: 仅允许历史考生补考缺考科目，新考生不得报考  
Option D: 所有社会考生均可报考，在校生需经教育局审批  
Answer: A",答案：A
"""哎，这次1月的高中合格考那六个科目，到底哪些人能报名啊？比如之前没考过或者挂科的能报吗？""",615,"Option A: 仅之前缺考或成绩不合格的考生可以报考对应科目
Option B: 仅未取得合格成绩的高三学生和已高考报名的考生可以报考
Option C: 以上两类考生均可报考对应科目
Option D: 所有在校生都可以自由选择报考
Answer: C",C
"""报考1月高中学业水平合格性考试的语文、数学、外语科目需要满足哪些条件？""",616,"Option A: 本市普通高中高二年级在籍学生  
Option B: 本市普通高中高三年级在籍学生  
Option C: 本省普通高中高三年级在籍学生  
Option D: 本市中职学校高三年级在籍学生  
Answer: B",B
"""1月高中合格考语数外报考条件？""",616,"Option A: 仅限本市普通高中高三年级在籍学生  
Option B: 本市所有高中在校学生均可报考  
Option C: 普通高中高二及以上年级学生  
Option D: 外省市高三学生可跨区报考  
Answer: A",答案：A
"""关于每年1月举行的高中学业水平合格性考试，语文、数学和外语这三门科目的报考资格有哪些具体规定？特别是对于考生的学籍和年级有什么限制？""",616,"Option A: 仅限本省普通高中高二年级在籍学生报考
Option B: 仅限本市普通高中高三年级在籍学生报考
Option C: 所有高中在校学生均可报考，无年级限制
Option D: 仅限本市职业高中高三年级在籍学生报考
Answer: B",答案：B
"""哎，高三学生如果想报名1月的那次语文、数学和外语合格考，必须是本地高中的在校生才行吗？""",616,"Option A: 是的，必须是本市普通高中在校生  
Option B: 不是，外校学生也可报考  
Option C: 需经所在学校特别批准  
Option D: 所有高三学生均可报考  
Answer: A",答案：A
语文、数学、外语三门科目的合格性考试成绩是否可以用春季高考或秋季高考的对应科目成绩替代？,617,"Option A: 可以无条件替代  
Option B: 不可以替代  
Option C: 可以，但仅限于符合条件的本市普通高中在籍学生  
Option D: 只有春季高考成绩可以替代  
Answer: C",C
合格考成绩能被高考替代吗？,617,"Option A: 不能替代
Option B: 可以
Option C: 可以，但仅限本市高中学生用高考成绩替代
Option D: 仅能用春考成绩替代
Answer: C",C
对于本市普通高中在籍学生，如果参加了春季高考或秋季高考，能否直接使用这两类考试中的语文、数学、外语科目成绩来取代原有的合格性考试成绩，并以“合格/不合格”形式呈现？,617,"Option A: 可以  
Option B: 不可以  
Option C: 仅在春考中允许  
Option D: 需要额外申请审批  
Answer: A",A
哎，要是参加了春考或者秋考，语文数学外语的合格考是不是就不用再单独考了？,617,"Option A: 是的，无需单独考  
Option B: 不，仍需单独考  
Option C: 仅春考成绩可替代  
Option D: 仅秋考成绩可替代  
Answer: A",B
在1月份的合格考中，外语科目是否允许考生自主选择其他语种（如日语、德语、西班牙语）进行报考？,618,"Option A: 可以自由选择任何外语语种  
Option B: 不允许，由高中授课语种决定  
Option C: 需要学校特别批准才能选择  
Option D: 视考生个人意愿而定  
Answer: B",B
合格考外语能自选语种吗？,618,"Option A: 不能，由学校授课语种决定  
Option B: 可以自由选择  
Option C: 需根据笔试成绩决定  
Option D: 只能选择英语  
Answer: A",答案：A
高中合格考的外语科目考试安排在1月，如果学校当前教学语种为英语，学生是否有机会选择其他语种（例如日语、德语或西班牙语）参加考试？具体政策如何规定？,618,"Option A: 不能，考试语种由学校教学语种决定，学生无法选择其他语种  
Option B: 可以，学生可根据兴趣自由选择其他语种  
Option C: 需向考试机构单独申请审批  
Option D: 仅在笔试合格后才可更换语种  
Answer: A",A
哎，合格考的外语考试能自己换语种吗？比如学校一直教英语，但我想考日语行不行啊？,618,"Option A: 不能，由学校授课语种决定
    Option B: 可以自由选择其他语种
    Option C: 需向学校申请特殊批准
    Option D: 视具体地区政策而定
    Answer: A",答案：A
国际课程班的学生是否必须参加高中学业水平考试中的思想政治、语文、历史、地理科目合格性考试？,619,"Option A: 不需要参加  
Option B: 必须参加  
Option C: 仅需参加其中两门  
Option D: 由学校决定  
Answer: B",B
国际课程班学生要考合格考吗？,619,"Option A: 不需要  
Option B: 需要  
Option C: 部分科目需要  
Option D: 由学校决定  
Answer: B",C
国际课程班的学生在申请毕业证书时，是否需要通过高中学业水平考试中思想政治、语文、历史、地理科目的合格性考试？,619,"Option A: 不需要  
Option B: 需要  
Option C: 只需要部分科目  
Option D: 由学校自主决定  
Answer: B",B
国际班的同学是不是也得参加那些合格考啊？比如政治、语文这些？,619,"Option A: 不需要参加
    Option B: 必须参加
    Option C: 只需要参加部分科目
    Option D: 由学校自主决定
    Answer: B",C
学生运动员报考普通高中学业水平考试的具体要求是什么？哪些科目为必考项？,620,"Option A: 必须考6门科目，必考科目为物理、历史、化学、生物  
Option B: 可选考6门科目，必考科目为思想政治、语文、数学、外语  
Option C: 必须考8门科目，必考科目包含思想政治、语文、数学、外语、体育  
Option D: 只需通过任意4门科目考试即可毕业  
Answer: B",B
学生运动员要考合格性考试吗？,620,"Option A: 不需要  
Option B: 需要  
Option C: 视情况而定  
Option D: 不确定  
Answer: B",B
被体育和教育部门认定的学生运动员，是否必须参加本市高中学业水平考试？他们需要选考哪几门科目才能满足毕业条件？,620,"Option A: 必须参加，需选考6门科目（包括思想政治、语文、数学、外语）  
Option B: 不必参加，无科目要求  
Option C: 必须参加，需选考思想政治、语文、数学、外语四门科目  
Option D: 必须参加，思想政治、语文、数学、外语为必考科目，另需选考两门科目，共6门合格性考试  
Answer: D",D
哎，学生运动员要是被官方认证过的，是不是必须得考合格考啊？考哪几门才算过？,620,"Option A: 必须考，四门必考科目（思想政治、语文、数学、外语）  
Option B: 不需要考合格性考试  
Option C: 必须考，六门均为必考科目  
Option D: 必须考，五门必考科目  
Answer: A",答案：A
"""合格性考试的合格成绩是否设有有效期？""",621,"Option A: 是，有效期为五年  
Option B: 否，始终有效  
Option C: 视情况而定  
Option D: 有效期为两年  
Answer: B",B
"""合格性成绩有效期？""",621,"Option A: 始终有效  
Option B: 有效期为五年  
Option C: 没有有效期  
Option D: 视情况而定  
Answer: A",A
"""通过合格性考试后，获得的‘合格’成绩是否有时间限制？例如是否需要定期重考？""",621,"Option A: 有，需定期重考
Option B: 没有，始终有效
Option C: 有效期为5年
Option D: 需要学校审批决定
Answer: B",B
"""哎，合格性考试过了的话，成绩是不是一直有效啊？""",621,"Option A: 是的，一直有效  
Option B: 不是，有效期两年  
Option C: 取决于考试类型  
Option D: 需要定期更新  
Answer: A",A
"""请说明学生参加合格性考试补考的具体条件及流程。""",622,"Option A: 所有科目不及格的学生均需在每年6月参加补考，由学校统一组织  
Option B: 思想政治等7门科目不及格的在校生和其他考生可于每年1月补考，其他科目由学校组织补考  
Option C: 留级学生不能参加补考，需重新报考原年级科目  
Option D: 补考仅限在校生，其他考生无法参加  
Answer: B",B
